UWID,DateTime,Depth,temp,wqx.id,nhd_id
ME,2001-11-26,21,9,,nhd_13293262
ME,2001-11-26,22,9,,nhd_13293262
ME,2001-11-26,23,9,,nhd_13293262
ME,2001-11-26,24,9,,nhd_13293262
ME,2002-03-28,0,1.6,,nhd_13293262
ME,2002-03-28,1,1.4,,nhd_13293262
ME,2002-03-28,2,1.4,,nhd_13293262
ME,2002-03-28,3,1.3,,nhd_13293262
ME,2002-03-28,4,1.3,,nhd_13293262
ME,2002-03-28,5,1.3,,nhd_13293262
ME,2002-03-28,6,1.3,,nhd_13293262
ME,2002-03-28,7,1.3,,nhd_13293262
ME,2002-03-28,8,1.3,,nhd_13293262
ME,2002-03-28,9,1.3,,nhd_13293262
ME,2002-03-28,10,1.3,,nhd_13293262
ME,2002-03-28,11,1.2,,nhd_13293262
ME,2002-03-28,12,1.3,,nhd_13293262
ME,2002-03-28,13,1.3,,nhd_13293262
ME,2002-03-28,14,1.3,,nhd_13293262
ME,2002-03-28,15,1.3,,nhd_13293262
ME,2002-03-28,16,1.3,,nhd_13293262
ME,2002-03-28,17,1.3,,nhd_13293262
ME,2002-03-28,18,1.3,,nhd_13293262
ME,2002-03-28,19,1.3,,nhd_13293262
ME,2002-03-28,20,1.3,,nhd_13293262
ME,2002-03-28,21,1.3,,nhd_13293262
ME,2002-03-28,22,1.3,,nhd_13293262
ME,2002-03-28,23,1.3,,nhd_13293262
ME,2002-04-08,0,3.3,,nhd_13293262
ME,2002-04-08,1,3.7,,nhd_13293262
ME,2002-04-08,2,3,,nhd_13293262
ME,2002-04-08,3,2.9,,nhd_13293262
ME,2002-04-08,4,2.8,,nhd_13293262
ME,2002-04-08,5,2.7,,nhd_13293262
ME,2002-04-08,6,2.6,,nhd_13293262
ME,2002-04-08,7,2.6,,nhd_13293262
ME,2002-04-08,8,2.6,,nhd_13293262
ME,2002-04-08,9,2.5,,nhd_13293262
ME,2002-04-08,10,2.5,,nhd_13293262
ME,2002-04-08,11,2.5,,nhd_13293262
ME,2002-04-08,12,2.5,,nhd_13293262
ME,2002-04-08,13,2.5,,nhd_13293262
ME,2002-04-08,14,2.5,,nhd_13293262
ME,2002-04-08,15,2.5,,nhd_13293262
ME,2002-04-08,16,2.5,,nhd_13293262
ME,2002-04-08,17,2.4,,nhd_13293262
ME,2002-04-08,18,2.5,,nhd_13293262
ME,2002-04-08,19,2.5,,nhd_13293262
ME,2002-04-08,20,2.5,,nhd_13293262
ME,2002-04-08,21,2.5,,nhd_13293262
ME,2002-04-08,22,2.5,,nhd_13293262
ME,2002-04-08,23,2.5,,nhd_13293262
ME,2002-04-08,24,2.5,,nhd_13293262
ME,2002-04-24,0,8,,nhd_13293262
ME,2002-04-24,1,7.6,,nhd_13293262
ME,2002-04-24,2,7.5,,nhd_13293262
ME,2002-04-24,3,7.3,,nhd_13293262
ME,2002-04-24,4,7.2,,nhd_13293262
ME,2002-04-24,5,7.2,,nhd_13293262
ME,2002-04-24,6,7.2,,nhd_13293262
ME,2002-04-24,7,7.2,,nhd_13293262
ME,2002-04-24,8,7.2,,nhd_13293262
ME,2002-04-24,9,7.1,,nhd_13293262
ME,2002-04-24,10,7.1,,nhd_13293262
ME,2002-04-24,11,7.1,,nhd_13293262
ME,2002-04-24,12,7.1,,nhd_13293262
ME,2002-04-24,13,7,,nhd_13293262
ME,2002-04-24,14,7,,nhd_13293262
ME,2002-04-24,15,7.1,,nhd_13293262
ME,2002-04-24,16,7,,nhd_13293262
ME,2002-04-24,17,7,,nhd_13293262
ME,2002-04-24,18,7,,nhd_13293262
ME,2002-04-24,19,7,,nhd_13293262
ME,2002-04-24,20,7,,nhd_13293262
ME,2002-04-24,21,6.9,,nhd_13293262
ME,2002-04-24,22,6.9,,nhd_13293262
ME,2002-04-24,23,6.9,,nhd_13293262
ME,2002-04-24,23.9,6.8,,nhd_13293262
ME,2002-05-06,0,11.2,,nhd_13293262
ME,2002-05-06,1,10.7,,nhd_13293262
ME,2002-05-06,2,10,,nhd_13293262
ME,2002-05-06,3,9.5,,nhd_13293262
ME,2002-05-06,4,9.2,,nhd_13293262
ME,2002-05-06,5,9.2,,nhd_13293262
ME,2002-05-06,6,9.2,,nhd_13293262
ME,2002-05-06,7,9,,nhd_13293262
ME,2002-05-06,8,8.9,,nhd_13293262
ME,2002-05-06,9,8.8,,nhd_13293262
ME,2002-05-06,10,8.8,,nhd_13293262
ME,2002-05-06,11,8.6,,nhd_13293262
ME,2002-05-06,12,8.5,,nhd_13293262
ME,2002-05-06,13,8.5,,nhd_13293262
ME,2002-05-06,14,8.4,,nhd_13293262
ME,2002-05-06,15,8.4,,nhd_13293262
ME,2002-05-06,16,8.4,,nhd_13293262
ME,2002-05-06,17,8.3,,nhd_13293262
ME,2002-05-06,18,8.2,,nhd_13293262
ME,2002-05-06,19,8.1,,nhd_13293262
ME,2002-05-06,20,8,,nhd_13293262
ME,2002-05-06,21,7.9,,nhd_13293262
ME,2002-05-06,22,7.9,,nhd_13293262
ME,2002-05-06,23,7.9,,nhd_13293262
ME,2002-05-06,24,7.9,,nhd_13293262
ME,2002-05-06,24.5,7.8,,nhd_13293262
ME,2002-05-20,0,11.7,,nhd_13293262
ME,2002-05-20,1,11.5,,nhd_13293262
ME,2002-05-20,2,11.4,,nhd_13293262
ME,2002-05-20,3,11.2,,nhd_13293262
ME,2002-05-20,4,11.2,,nhd_13293262
ME,2002-05-20,5,11.1,,nhd_13293262
ME,2002-05-20,6,11.1,,nhd_13293262
ME,2002-05-20,7,11,,nhd_13293262
ME,2002-05-20,8,11,,nhd_13293262
ME,2002-05-20,9,11,,nhd_13293262
ME,2002-05-20,10,11,,nhd_13293262
ME,2002-05-20,11,10.9,,nhd_13293262
ME,2002-05-20,12,10.9,,nhd_13293262
ME,2002-05-20,13,10.9,,nhd_13293262
ME,2002-05-20,14,10.9,,nhd_13293262
ME,2002-05-20,15,10.9,,nhd_13293262
ME,2002-05-20,16,10.9,,nhd_13293262
ME,2002-05-20,17,10.8,,nhd_13293262
ME,2002-05-20,18,10.7,,nhd_13293262
ME,2002-05-20,19,10.6,,nhd_13293262
ME,2002-05-20,20,10.6,,nhd_13293262
ME,2002-05-20,21,10.5,,nhd_13293262
ME,2002-05-20,22,10.5,,nhd_13293262
ME,2002-05-20,23,10.4,,nhd_13293262
ME,2002-05-20,24,10.3,,nhd_13293262
ME,2002-05-20,24.5,10.2,,nhd_13293262
ME,2002-06-03,0,14.4,,nhd_13293262
ME,2002-06-03,1,14.3,,nhd_13293262
ME,2002-06-03,2,14.2,,nhd_13293262
ME,2002-06-03,3,14,,nhd_13293262
ME,2002-06-03,4,14,,nhd_13293262
ME,2002-06-03,5,13.7,,nhd_13293262
ME,2002-06-03,6,13.4,,nhd_13293262
ME,2002-06-03,7,13,,nhd_13293262
ME,2002-06-03,8,12.9,,nhd_13293262
ME,2002-06-03,9,12.9,,nhd_13293262
ME,2002-06-03,10,12.8,,nhd_13293262
ME,2002-06-03,11,12.8,,nhd_13293262
ME,2002-06-03,12,12.7,,nhd_13293262
ME,2002-06-03,13,12.5,,nhd_13293262
ME,2002-06-03,14,12.3,,nhd_13293262
ME,2002-06-03,15,12.3,,nhd_13293262
ME,2002-06-03,16,12.3,,nhd_13293262
ME,2002-06-03,17,12.1,,nhd_13293262
ME,2002-06-03,18,12,,nhd_13293262
ME,2002-06-03,19,11.8,,nhd_13293262
ME,2002-06-03,19.5,11.6,,nhd_13293262
ME,2002-06-03,20,11.6,,nhd_13293262
ME,2002-06-03,20.5,11.3,,nhd_13293262
ME,2002-06-03,21,11.3,,nhd_13293262
ME,2002-06-03,21.5,11.2,,nhd_13293262
ME,2002-06-03,22,11.2,,nhd_13293262
ME,2002-06-03,22.5,11.2,,nhd_13293262
ME,2002-06-03,23,11.2,,nhd_13293262
ME,2002-06-03,24,11.1,,nhd_13293262
ME,2002-06-03,24.5,11.1,,nhd_13293262
ME,2002-06-18,0,20,,nhd_13293262
ME,2002-06-18,1,19.8,,nhd_13293262
ME,2002-06-18,2,19.8,,nhd_13293262
ME,2002-06-18,3,19.7,,nhd_13293262
ME,2002-06-18,4,19.6,,nhd_13293262
ME,2002-06-18,5,19.4,,nhd_13293262
ME,2002-06-18,6,19.3,,nhd_13293262
ME,2002-06-18,7,19,,nhd_13293262
ME,2002-06-18,7.5,17.6,,nhd_13293262
ME,2002-06-18,8,16.5,,nhd_13293262
ME,2002-06-18,8.5,16.4,,nhd_13293262
ME,2002-06-18,9,15.7,,nhd_13293262
ME,2002-06-18,9.5,14.9,,nhd_13293262
ME,2002-06-18,10,14.4,,nhd_13293262
ME,2002-06-18,10.5,14.3,,nhd_13293262
ME,2002-06-18,11,14,,nhd_13293262
ME,2002-06-18,11.5,13.6,,nhd_13293262
ME,2002-06-18,12,12.9,,nhd_13293262
ME,2002-06-18,12.5,12.6,,nhd_13293262
ME,2002-06-18,13,12.4,,nhd_13293262
ME,2002-06-18,14,12.1,,nhd_13293262
ME,2002-06-18,15,12,,nhd_13293262
ME,2002-06-18,16,11.9,,nhd_13293262
ME,2002-06-18,17,11.7,,nhd_13293262
ME,2002-06-18,18,11.7,,nhd_13293262
ME,2002-06-18,19,11.6,,nhd_13293262
ME,2002-06-18,20,11.4,,nhd_13293262
ME,2002-06-18,20.5,11.4,,nhd_13293262
ME,2002-06-18,21,11.4,,nhd_13293262
ME,2002-06-18,21.5,11.4,,nhd_13293262
ME,2002-06-18,22,11.4,,nhd_13293262
ME,2002-06-18,23,11.3,,nhd_13293262
ME,2002-06-18,24,11.3,,nhd_13293262
ME,2002-06-18,24.5,11.3,,nhd_13293262
ME,2002-07-01,0,25.8,,nhd_13293262
ME,2002-07-01,1,25.7,,nhd_13293262
ME,2002-07-01,2,25.7,,nhd_13293262
ME,2002-07-01,3,25.7,,nhd_13293262
ME,2002-07-01,4,25.6,,nhd_13293262
ME,2002-07-01,5,25.4,,nhd_13293262
ME,2002-07-01,6,25.3,,nhd_13293262
ME,2002-07-01,7,20.9,,nhd_13293262
ME,2002-07-01,7.5,20,,nhd_13293262
ME,2002-07-01,8,18.5,,nhd_13293262
ME,2002-07-01,8.5,17.9,,nhd_13293262
ME,2002-07-01,9,17.1,,nhd_13293262
ME,2002-07-01,9.5,16.6,,nhd_13293262
ME,2002-07-01,10,15.8,,nhd_13293262
ME,2002-07-01,10.5,14.5,,nhd_13293262
ME,2002-07-01,11,13.8,,nhd_13293262
ME,2002-07-01,11.5,13.6,,nhd_13293262
ME,2002-07-01,12,13.2,,nhd_13293262
ME,2002-07-01,12.5,12.9,,nhd_13293262
ME,2002-07-01,13,12.7,,nhd_13293262
ME,2002-07-01,14,12.4,,nhd_13293262
ME,2002-07-01,14.5,12.3,,nhd_13293262
ME,2002-07-01,15,12.2,,nhd_13293262
ME,2002-07-01,15.5,12,,nhd_13293262
ME,2002-07-01,16,11.9,,nhd_13293262
ME,2002-07-01,16.5,11.8,,nhd_13293262
ME,2002-07-01,17,11.7,,nhd_13293262
ME,2002-07-01,18,11.6,,nhd_13293262
ME,2002-07-01,19,11.6,,nhd_13293262
ME,2002-07-01,20,11.5,,nhd_13293262
ME,2002-07-01,20.5,11.4,,nhd_13293262
ME,2002-07-01,21,11.4,,nhd_13293262
ME,2002-07-01,22,11.3,,nhd_13293262
ME,2002-07-15,0,26.3,,nhd_13293262
ME,2002-07-15,1,25.8,,nhd_13293262
ME,2002-07-15,2,25.5,,nhd_13293262
ME,2002-07-15,3,25.4,,nhd_13293262
ME,2002-07-15,4,25.2,,nhd_13293262
ME,2002-07-15,5,24.3,,nhd_13293262
ME,2002-07-15,6,23.8,,nhd_13293262
ME,2002-07-15,6.5,23.5,,nhd_13293262
ME,2002-07-15,7,23.3,,nhd_13293262
ME,2002-07-15,7.5,22.7,,nhd_13293262
ME,2002-07-15,8,19,,nhd_13293262
ME,2002-07-15,8.5,17.8,,nhd_13293262
ME,2002-07-15,9,17.2,,nhd_13293262
ME,2002-07-15,9.5,16.4,,nhd_13293262
ME,2002-07-15,10,15.1,,nhd_13293262
ME,2002-07-15,10.5,14.6,,nhd_13293262
ME,2002-07-15,11,14.3,,nhd_13293262
ME,2002-07-15,11.5,14.1,,nhd_13293262
ME,2002-07-15,12,13.7,,nhd_13293262
ME,2002-07-15,12.5,13.4,,nhd_13293262
ME,2002-07-15,13,13.1,,nhd_13293262
ME,2002-07-15,13.5,12.9,,nhd_13293262
ME,2002-07-15,14,12.7,,nhd_13293262
ME,2002-07-15,14.5,12.7,,nhd_13293262
ME,2002-07-15,15,12.5,,nhd_13293262
ME,2002-07-15,15.5,12.4,,nhd_13293262
ME,2002-07-15,16,12.1,,nhd_13293262
ME,2002-07-15,16.5,12.1,,nhd_13293262
ME,2002-07-15,17,11.9,,nhd_13293262
ME,2002-07-15,18,11.8,,nhd_13293262
ME,2002-07-15,19,11.6,,nhd_13293262
ME,2002-07-15,20,11.5,,nhd_13293262
ME,2002-07-15,21,11.4,,nhd_13293262
ME,2002-07-15,22,11.4,,nhd_13293262
ME,2002-07-15,23,11.4,,nhd_13293262
ME,2002-07-26,0,25.4,,nhd_13293262
ME,2002-07-26,1,25.4,,nhd_13293262
ME,2002-07-26,2,25.4,,nhd_13293262
ME,2002-07-26,3,25.4,,nhd_13293262
ME,2002-07-26,4,25.4,,nhd_13293262
ME,2002-07-26,5,25.3,,nhd_13293262
ME,2002-07-26,6,25.3,,nhd_13293262
ME,2002-07-26,7,25,,nhd_13293262
ME,2002-07-26,7.5,24.4,,nhd_13293262
ME,2002-07-26,8,23.9,,nhd_13293262
ME,2002-07-26,8.5,22.3,,nhd_13293262
ME,2002-07-26,9,19.2,,nhd_13293262
ME,2002-07-26,9.5,18.3,,nhd_13293262
ME,2002-07-26,10,17.4,,nhd_13293262
ME,2002-07-26,10.5,16.3,,nhd_13293262
ME,2002-07-26,11,15.8,,nhd_13293262
ME,2002-07-26,12,14.7,,nhd_13293262
ME,2002-07-26,13,13.8,,nhd_13293262
ME,2002-07-26,14,13,,nhd_13293262
ME,2002-07-26,15,12.7,,nhd_13293262
ME,2002-07-26,16,12.5,,nhd_13293262
ME,2002-07-26,17,12.3,,nhd_13293262
ME,2002-07-26,18,12,,nhd_13293262
ME,2002-07-26,19,11.9,,nhd_13293262
ME,2002-07-26,20,11.8,,nhd_13293262
ME,2002-07-26,21,11.8,,nhd_13293262
ME,2002-07-26,22,11.5,,nhd_13293262
ME,2002-07-26,23,11.4,,nhd_13293262
ME,2002-08-12,0,24.8,,nhd_13293262
ME,2002-08-12,1,24.8,,nhd_13293262
ME,2002-08-12,2,24.8,,nhd_13293262
ME,2002-08-12,3,24.7,,nhd_13293262
ME,2002-08-12,4,24.7,,nhd_13293262
ME,2002-08-12,5,24.7,,nhd_13293262
ME,2002-08-12,6,24.7,,nhd_13293262
ME,2002-08-12,7,24.7,,nhd_13293262
ME,2002-08-12,8,24.6,,nhd_13293262
ME,2002-08-12,9,22.8,,nhd_13293262
ME,2002-08-12,9.5,17.6,,nhd_13293262
ME,2002-08-12,10,16.2,,nhd_13293262
ME,2002-08-12,10.5,15.5,,nhd_13293262
ME,2002-08-12,11,15.3,,nhd_13293262
ME,2002-08-12,11.5,14.8,,nhd_13293262
ME,2002-08-12,12,14.4,,nhd_13293262
ME,2002-08-12,12.5,14.1,,nhd_13293262
ME,2002-08-12,13,13.7,,nhd_13293262
ME,2002-08-12,14,13.3,,nhd_13293262
ME,2002-08-12,15,13,,nhd_13293262
ME,2002-08-12,16,12.6,,nhd_13293262
ME,2002-08-12,17,12.4,,nhd_13293262
ME,2002-08-12,18,12,,nhd_13293262
ME,2002-08-12,19,11.9,,nhd_13293262
ME,2002-08-12,20,11.7,,nhd_13293262
ME,2002-08-12,21,11.5,,nhd_13293262
ME,2002-08-12,22,11.5,,nhd_13293262
ME,2002-08-12,23,11.4,,nhd_13293262
ME,2002-08-26,0,24.1,,nhd_13293262
ME,2002-08-26,1,23.8,,nhd_13293262
ME,2002-08-26,2,23.7,,nhd_13293262
ME,2002-08-26,3,23.6,,nhd_13293262
ME,2002-08-26,4,23.5,,nhd_13293262
ME,2002-08-26,5,23.4,,nhd_13293262
ME,2002-08-26,6,23.3,,nhd_13293262
ME,2002-08-26,7,23.2,,nhd_13293262
ME,2002-08-26,8,23.2,,nhd_13293262
ME,2002-08-26,9,22.3,,nhd_13293262
ME,2002-08-26,9.5,21.5,,nhd_13293262
ME,2002-08-26,10,20,,nhd_13293262
ME,2002-08-26,10.5,18.2,,nhd_13293262
ME,2002-08-26,11,17.1,,nhd_13293262
ME,2002-08-26,12,15.4,,nhd_13293262
ME,2002-08-26,13,14.2,,nhd_13293262
ME,2002-08-26,14,13.7,,nhd_13293262
ME,2002-08-26,15,13.1,,nhd_13293262
ME,2002-08-26,16,12.6,,nhd_13293262
ME,2002-08-26,17,12.3,,nhd_13293262
ME,2002-08-26,18,12.2,,nhd_13293262
ME,2002-08-26,19,12.1,,nhd_13293262
ME,2002-08-26,20,11.9,,nhd_13293262
ME,2002-08-26,21,11.7,,nhd_13293262
ME,2002-08-26,22,11.6,,nhd_13293262
ME,2002-08-26,23,11.4,,nhd_13293262
ME,2002-08-26,23.5,11.4,,nhd_13293262
ME,2002-09-23,0,20.4,,nhd_13293262
ME,2002-09-23,1,20.4,,nhd_13293262
ME,2002-09-23,2,20.4,,nhd_13293262
ME,2002-09-23,3,20.4,,nhd_13293262
ME,2002-09-23,4,20.4,,nhd_13293262
ME,2002-09-23,5,20.4,,nhd_13293262
ME,2002-09-23,6,20.4,,nhd_13293262
ME,2002-09-23,7,20.4,,nhd_13293262
ME,2002-09-23,8,20.4,,nhd_13293262
ME,2002-09-23,9,20.4,,nhd_13293262
ME,2002-09-23,10,20.4,,nhd_13293262
ME,2002-09-23,11,20.4,,nhd_13293262
ME,2002-09-23,12,20.1,,nhd_13293262
ME,2002-09-23,12.5,18.1,,nhd_13293262
ME,2002-09-23,13,14.7,,nhd_13293262
ME,2002-09-23,13.5,14.4,,nhd_13293262
ME,2002-09-23,14,14.3,,nhd_13293262
ME,2002-09-23,15,13.4,,nhd_13293262
ME,2002-09-23,16,12.9,,nhd_13293262
ME,2002-09-23,17,12.4,,nhd_13293262
ME,2002-09-23,18,12.2,,nhd_13293262
ME,2002-09-23,19,12,,nhd_13293262
ME,2002-09-23,20,12,,nhd_13293262
ME,2002-09-23,21,11.7,,nhd_13293262
ME,2002-09-23,22,11.6,,nhd_13293262
ME,2002-09-23,23,11.5,,nhd_13293262
ME,2002-09-23,24,11.5,,nhd_13293262
ME,2002-09-23,24.2,11.5,,nhd_13293262
ME,2002-10-21,0,12.6,,nhd_13293262
ME,2002-10-21,1,12.5,,nhd_13293262
ME,2002-10-21,2,12.5,,nhd_13293262
ME,2002-10-21,3,12.5,,nhd_13293262
ME,2002-10-21,4,12.5,,nhd_13293262
ME,2002-10-21,5,12.5,,nhd_13293262
ME,2002-10-21,6,12.5,,nhd_13293262
ME,2002-10-21,7,12.5,,nhd_13293262
ME,2002-10-21,8,12.5,,nhd_13293262
ME,2002-10-21,9,12.5,,nhd_13293262
ME,2002-10-21,10,12.5,,nhd_13293262
ME,2002-10-21,11,12.4,,nhd_13293262
ME,2002-10-21,12,12.4,,nhd_13293262
ME,2002-10-21,13,12.4,,nhd_13293262
ME,2002-10-21,14,12.3,,nhd_13293262
ME,2002-10-21,15,12.3,,nhd_13293262
ME,2002-10-21,16,12.3,,nhd_13293262
ME,2002-10-21,17,12.3,,nhd_13293262
ME,2002-10-21,18,12.3,,nhd_13293262
ME,2002-10-21,19,12.3,,nhd_13293262
ME,2002-10-21,20,12.3,,nhd_13293262
ME,2002-10-21,21,12.3,,nhd_13293262
ME,2002-10-21,22,12.3,,nhd_13293262
ME,2002-10-21,23,12.3,,nhd_13293262
ME,2002-10-21,24,12.2,,nhd_13293262
ME,2002-11-18,0,7.3,,nhd_13293262
ME,2002-11-18,1,7.3,,nhd_13293262
ME,2002-11-18,2,7.4,,nhd_13293262
ME,2002-11-18,3,7.4,,nhd_13293262
ME,2002-11-18,4,7.4,,nhd_13293262
ME,2002-11-18,5,7.4,,nhd_13293262
ME,2002-11-18,6,7.4,,nhd_13293262
ME,2002-11-18,7,7.4,,nhd_13293262
ME,2002-11-18,8,7.4,,nhd_13293262
ME,2002-11-18,9,7.4,,nhd_13293262
ME,2002-11-18,10,7.4,,nhd_13293262
ME,2002-11-18,11,7.4,,nhd_13293262
ME,2002-11-18,12,7.4,,nhd_13293262
ME,2002-11-18,13,7.4,,nhd_13293262
ME,2002-11-18,14,7.4,,nhd_13293262
ME,2002-11-18,15,7.3,,nhd_13293262
ME,2002-11-18,16,7.3,,nhd_13293262
ME,2002-11-18,17,7.3,,nhd_13293262
ME,2002-11-18,18,7.3,,nhd_13293262
ME,2002-11-18,19,7.3,,nhd_13293262
ME,2002-11-18,20,7.3,,nhd_13293262
ME,2002-11-18,21,7.3,,nhd_13293262
ME,2002-11-18,22,7.3,,nhd_13293262
ME,2002-11-18,23,7.3,,nhd_13293262
ME,2002-11-18,24,7.3,,nhd_13293262
ME,2002-11-18,24.2,7.3,,nhd_13293262
ME,2003-01-21,0,0.1,,nhd_13293262
ME,2003-01-21,1,0.3,,nhd_13293262
ME,2003-01-21,2,0.4,,nhd_13293262
ME,2003-01-21,3,0.5,,nhd_13293262
ME,2003-01-21,4,0.5,,nhd_13293262
ME,2003-01-21,5,0.5,,nhd_13293262
ME,2003-01-21,6,0.5,,nhd_13293262
ME,2003-01-21,7,0.5,,nhd_13293262
ME,2003-01-21,8,0.5,,nhd_13293262
ME,2003-01-21,9,0.5,,nhd_13293262
ME,2003-01-21,10,0.5,,nhd_13293262
ME,2003-01-21,11,0.5,,nhd_13293262
ME,2003-01-21,12,0.5,,nhd_13293262
ME,2003-01-21,13,0.5,,nhd_13293262
ME,2003-01-21,14,0.5,,nhd_13293262
ME,2003-01-21,15,0.6,,nhd_13293262
ME,2003-01-21,16,0.6,,nhd_13293262
ME,2003-01-21,17,0.6,,nhd_13293262
ME,2003-01-21,18,0.8,,nhd_13293262
ME,2003-01-21,19,0.9,,nhd_13293262
ME,2003-01-21,20,1,,nhd_13293262
ME,2003-01-21,21,1.1,,nhd_13293262
ME,2003-01-21,22,1.2,,nhd_13293262
ME,2003-01-21,23,1.3,,nhd_13293262
ME,2003-01-21,24,1.3,,nhd_13293262
ME,2003-01-21,25,1.3,,nhd_13293262
ME,2003-04-03,0,3.1,,nhd_13293262
ME,2003-04-03,1,3.1,,nhd_13293262
ME,2003-04-03,2,3,,nhd_13293262
ME,2003-04-03,3,3,,nhd_13293262
ME,2003-04-03,4,3,,nhd_13293262
ME,2003-04-03,5,3,,nhd_13293262
ME,2003-04-03,6,3,,nhd_13293262
ME,2003-04-03,7,3,,nhd_13293262
ME,2003-04-03,8,3,,nhd_13293262
ME,2003-04-03,9,3,,nhd_13293262
ME,2003-04-03,10,3,,nhd_13293262
ME,2003-04-03,11,3,,nhd_13293262
ME,2003-04-03,12,3,,nhd_13293262
ME,2003-04-03,13,3,,nhd_13293262
ME,2003-04-03,14,3.1,,nhd_13293262
ME,2003-04-03,15,3.1,,nhd_13293262
ME,2003-04-03,16,3.1,,nhd_13293262
ME,2003-04-03,17,3.1,,nhd_13293262
ME,2003-04-03,18,3.1,,nhd_13293262
ME,2003-04-03,19,3.1,,nhd_13293262
ME,2003-04-03,20,3.1,,nhd_13293262
ME,2003-04-03,21,3.1,,nhd_13293262
ME,2003-04-03,22,3.2,,nhd_13293262
ME,2003-04-03,22.8,3.2,,nhd_13293262
ME,2003-04-14,0,4.2,,nhd_13293262
ME,2003-04-14,1,4.1,,nhd_13293262
ME,2003-04-14,2,4,,nhd_13293262
ME,2003-04-14,3,4,,nhd_13293262
ME,2003-04-14,4,4,,nhd_13293262
ME,2003-04-14,5,4,,nhd_13293262
ME,2003-04-14,6,4,,nhd_13293262
ME,2003-04-14,7,4,,nhd_13293262
ME,2003-04-14,8,3.9,,nhd_13293262
ME,2003-04-14,9,4,,nhd_13293262
ME,2003-04-14,10,3.9,,nhd_13293262
ME,2003-04-14,11,3.9,,nhd_13293262
ME,2003-04-14,12,3.9,,nhd_13293262
ME,2003-04-14,13,3.9,,nhd_13293262
ME,2003-04-14,14,3.9,,nhd_13293262
ME,2003-04-14,15,3.9,,nhd_13293262
ME,2003-04-14,16,3.9,,nhd_13293262
ME,2003-04-14,17,3.9,,nhd_13293262
ME,2003-04-14,18,3.9,,nhd_13293262
ME,2003-04-14,19,3.9,,nhd_13293262
ME,2003-04-14,20,3.9,,nhd_13293262
ME,2003-04-14,21,3.9,,nhd_13293262
ME,2003-04-14,22,3.9,,nhd_13293262
ME,2003-04-14,23,3.9,,nhd_13293262
ME,2003-04-14,24,3.9,,nhd_13293262
ME,2003-04-28,0,9.3,,nhd_13293262
ME,2003-04-28,1,8.9,,nhd_13293262
ME,2003-04-28,2,8.9,,nhd_13293262
ME,2003-04-28,3,8.7,,nhd_13293262
ME,2003-04-28,4,8.6,,nhd_13293262
ME,2003-04-28,5,8.4,,nhd_13293262
ME,2003-04-28,6,8.3,,nhd_13293262
ME,2003-04-28,7,8.2,,nhd_13293262
ME,2003-04-28,8,8.2,,nhd_13293262
ME,2003-04-28,9,8.2,,nhd_13293262
ME,2003-04-28,10,8.1,,nhd_13293262
ME,2003-04-28,11,8.1,,nhd_13293262
ME,2003-04-28,12,8.1,,nhd_13293262
ME,2003-04-28,13,8.1,,nhd_13293262
ME,2003-04-28,14,7.9,,nhd_13293262
ME,2003-04-28,15,7.7,,nhd_13293262
ME,2003-04-28,16,7.5,,nhd_13293262
ME,2003-04-28,17,7.2,,nhd_13293262
ME,2003-04-28,18,6.9,,nhd_13293262
ME,2003-04-28,19,6.8,,nhd_13293262
ME,2003-04-28,20,6.7,,nhd_13293262
ME,2003-04-28,21,6.7,,nhd_13293262
ME,2003-04-28,22,6.6,,nhd_13293262
ME,2003-04-28,23,6.6,,nhd_13293262
ME,2003-04-28,24,6.5,,nhd_13293262
ME,2003-04-28,24.3,6.5,,nhd_13293262
ME,2003-05-13,0,11.1,,nhd_13293262
ME,2003-05-13,1,10.9,,nhd_13293262
ME,2003-05-13,2,10.8,,nhd_13293262
ME,2003-05-13,3,10.7,,nhd_13293262
ME,2003-05-13,4,10.6,,nhd_13293262
ME,2003-05-13,5,10.6,,nhd_13293262
ME,2003-05-13,6,10.5,,nhd_13293262
ME,2003-05-13,7,10.5,,nhd_13293262
ME,2003-05-13,8,10.5,,nhd_13293262
ME,2003-05-13,9,10.5,,nhd_13293262
ME,2003-05-13,10,10.5,,nhd_13293262
ME,2003-05-13,11,10.5,,nhd_13293262
ME,2003-05-13,12,10.5,,nhd_13293262
ME,2003-05-13,13,10.5,,nhd_13293262
ME,2003-05-13,14,10.5,,nhd_13293262
ME,2003-05-13,15,10.5,,nhd_13293262
ME,2003-05-13,16,10.5,,nhd_13293262
ME,2003-05-13,17,10.5,,nhd_13293262
ME,2003-05-13,18,10.5,,nhd_13293262
ME,2003-05-13,19,10.5,,nhd_13293262
ME,2003-05-13,20,10.4,,nhd_13293262
ME,2003-05-13,21,10.4,,nhd_13293262
ME,2003-05-13,22,10.4,,nhd_13293262
ME,2003-05-13,23,10.4,,nhd_13293262
ME,2003-05-13,24,10.4,,nhd_13293262
ME,2003-05-13,24.5,10.3,,nhd_13293262
ME,2003-05-27,0,16.3,,nhd_13293262
ME,2003-05-27,1,15.9,,nhd_13293262
ME,2003-05-27,2,15.7,,nhd_13293262
ME,2003-05-27,3,15.4,,nhd_13293262
ME,2003-05-27,4,15.2,,nhd_13293262
ME,2003-05-27,5,15.1,,nhd_13293262
ME,2003-05-27,6,15,,nhd_13293262
ME,2003-05-27,7,14.1,,nhd_13293262
